time;Parameter;AverageValue;Layer
2012-10-16 09:40:00;Ammoniak+ammonium-N;120.0;Surface
2012-10-16 09:40:00;Klorofyl a;2.2;Bottom
2012-10-16 09:40:00;Klorofyl a;4.2;Surface
2012-10-16 09:40:00;Nitrit+nitrat-N;80.0;Bottom
2012-10-16 09:40:00;Nitrit+nitrat-N;360.0;Surface
2012-10-16 09:40:00;Nitrogen,total N;590.2527528;Bottom
2012-10-16 09:40:00;Nitrogen,total N;897.5263162;Surface
2012-10-16 09:40:00;Ortho-phosphat-P;49.0;Bottom
2012-10-16 09:40:00;Ortho-phosphat-P;48.0;Surface
2012-10-16 09:40:00;Oxygen indhold;6.5;Bottom
2012-10-16 09:40:00;Oxygen indhold;9.3;Surface
2012-10-16 09:40:00;Phosphor, total-P;76.0;Bottom
2012-10-16 09:40:00;Phosphor, total-P;75.0;Surface
2012-10-29 09:40:00;Ammoniak+ammonium-N;130.0;Bottom
2012-10-29 09:40:00;Ammoniak+ammonium-N;190.0;Surface
2012-10-29 09:40:00;Klorofyl a;3.5;Bottom
2012-10-29 09:40:00;Klorofyl a;3.9;Surface
2012-10-29 09:40:00;Nitrit+nitrat-N;130.0;Bottom
2012-10-29 09:40:00;Nitrit+nitrat-N;310.0;Surface
2012-10-29 09:40:00;Nitrogen,total N;585.8382636;Bottom
2012-10-29 09:40:00;Nitrogen,total N;764.670751;Surface
2012-10-29 09:40:00;Ortho-phosphat-P;36.0;Bottom
2012-10-29 09:40:00;Ortho-phosphat-P;43.0;Surface
2012-10-29 09:40:00;Oxygen indhold;8.6;Bottom
2012-10-29 09:40:00;Oxygen indhold;8.9;Surface
2012-10-29 09:40:00;Phosphor, total-P;57.0;Bottom
2012-10-29 09:40:00;Phosphor, total-P;67.0;Surface
2012-11-12 09:42:00;Ammoniak+ammonium-N;82.0;Bottom
2012-11-12 09:42:00;Ammoniak+ammonium-N;95.0;Surface
2012-11-12 09:42:00;Klorofyl a;3.2;Bottom
2012-11-12 09:42:00;Klorofyl a;3.6;Surface
2012-11-12 09:42:00;Nitrit+nitrat-N;120.0;Bottom
2012-11-12 09:42:00;Nitrit+nitrat-N;270.0;Surface
2012-11-12 09:42:00;Nitrogen,total N;908.7719645;Bottom
2012-11-12 09:42:00;Nitrogen,total N;799.7292276;Surface
2012-11-12 09:42:00;Ortho-phosphat-P;25.0;Bottom
2012-11-12 09:42:00;Ortho-phosphat-P;31.0;Surface
2012-11-12 09:42:00;Phosphor, total-P;40.0;Bottom
2012-11-12 09:42:00;Phosphor, total-P;46.0;Surface
2012-11-26 09:39:00;Ammoniak+ammonium-N;110.0;Bottom
2012-11-26 09:39:00;Ammoniak+ammonium-N;100.0;Surface
2012-11-26 09:39:00;Klorofyl a;1.8;Bottom
2012-11-26 09:39:00;Klorofyl a;2.4;Surface
2012-11-26 09:39:00;Nitrit+nitrat-N;260.0;Bottom
2012-11-26 09:39:00;Nitrit+nitrat-N;300.0;Surface
2012-11-26 09:39:00;Nitrogen,total N;657.8445425;Bottom
2012-11-26 09:39:00;Nitrogen,total N;692.2081305;Surface
2012-11-26 09:39:00;Ortho-phosphat-P;30.0;Bottom
2012-11-26 09:39:00;Ortho-phosphat-P;28.0;Surface
2012-11-26 09:39:00;Oxygen indhold;10.2;Bottom
2012-11-26 09:39:00;Oxygen indhold;10.0;Surface
2012-11-26 09:39:00;Phosphor, total-P;48.0;Bottom
2012-11-26 09:39:00;Phosphor, total-P;43.0;Surface
2012-12-20 11:27:00;Ammoniak+ammonium-N;130.0;Bottom
2012-12-20 11:27:00;Ammoniak+ammonium-N;130.0;Surface
2012-12-20 11:27:00;Klorofyl a;0.7;Bottom
2012-12-20 11:27:00;Klorofyl a;1.3;Surface
2012-12-20 11:27:00;Nitrit+nitrat-N;360.0;Bottom
2012-12-20 11:27:00;Nitrit+nitrat-N;640.0;Surface
2012-12-20 11:27:00;Nitrogen,total N;782.7757092;Bottom
2012-12-20 11:27:00;Nitrogen,total N;1169.180744;Surface
2012-12-20 11:27:00;Ortho-phosphat-P;31.0;Bottom
2012-12-20 11:27:00;Ortho-phosphat-P;30.0;Surface
2012-12-20 11:27:00;Oxygen indhold;8.4;Bottom
2012-12-20 11:27:00;Oxygen indhold;12.3;Surface
2012-12-20 11:27:00;Phosphor, total-P;43.0;Bottom
2012-12-20 11:27:00;Phosphor, total-P;42.0;Surface
2013-01-09 12:36:00;Ammoniak+ammonium-N;110.0;Bottom
2013-01-09 12:36:00;Ammoniak+ammonium-N;110.0;Surface
2013-01-09 12:36:00;Klorofyl a;0.4;Bottom
2013-01-09 12:36:00;Klorofyl a;0.6;Surface
2013-01-09 12:36:00;Nitrit+nitrat-N;400.0;Bottom
2013-01-09 12:36:00;Nitrit+nitrat-N;550.0;Surface
2013-01-09 12:36:00;Nitrogen,total N;729.9027769;Bottom
2013-01-09 12:36:00;Nitrogen,total N;927.3997521;Surface
2013-01-09 12:36:00;Ortho-phosphat-P;24.0;Bottom
2013-01-09 12:36:00;Ortho-phosphat-P;21.0;Surface
2013-01-09 12:36:00;Oxygen indhold;10.8;Bottom
2013-01-09 12:36:00;Oxygen indhold;11.2;Surface
2013-01-09 12:36:00;Phosphor, total-P;33.0;Bottom
2013-01-09 12:36:00;Phosphor, total-P;35.0;Surface
2013-02-06 13:39:00;Ammoniak+ammonium-N;84.0;Bottom
2013-02-06 13:39:00;Ammoniak+ammonium-N;100.0;Surface
2013-02-06 13:39:00;Klorofyl a;3.4;Bottom
2013-02-06 13:39:00;Klorofyl a;4.4;Surface
2013-02-06 13:39:00;Nitrit+nitrat-N;380.0;Bottom
2013-02-06 13:39:00;Nitrit+nitrat-N;570.0;Surface
2013-02-06 13:39:00;Nitrogen,total N;763.0582751;Bottom
2013-02-06 13:39:00;Nitrogen,total N;1005.307773;Surface
2013-02-06 13:39:00;Ortho-phosphat-P;19.0;Bottom
2013-02-06 13:39:00;Ortho-phosphat-P;19.0;Surface
2013-02-06 13:39:00;Oxygen indhold;14.1;Surface
2013-02-06 13:39:00;Phosphor, total-P;36.0;Bottom
2013-02-06 13:39:00;Phosphor, total-P;34.0;Surface
2013-02-21 11:40:00;Ammoniak+ammonium-N;20.0;Bottom
2013-02-21 11:40:00;Ammoniak+ammonium-N;4.0;Surface
2013-02-21 11:40:00;Klorofyl a;1.8;Bottom
2013-02-21 11:40:00;Klorofyl a;20.0;Surface
2013-02-21 11:40:00;Nitrit+nitrat-N;500.0;Bottom
2013-02-21 11:40:00;Nitrit+nitrat-N;670.0;Surface
2013-02-21 11:40:00;Nitrogen,total N;801.594696;Bottom
2013-02-21 11:40:00;Nitrogen,total N;1118.238642;Surface
2013-02-21 11:40:00;Ortho-phosphat-P;7.0;Bottom
2013-02-21 11:40:00;Ortho-phosphat-P;1.7;Surface
2013-02-21 11:40:00;Oxygen indhold;11.1;Bottom
2013-02-21 11:40:00;Oxygen indhold;12.9;Surface
2013-02-21 11:40:00;Phosphor, total-P;31.0;Bottom
2013-02-21 11:40:00;Phosphor, total-P;33.0;Surface
2013-03-06 11:26:00;Ammoniak+ammonium-N;36.0;Bottom
2013-03-06 11:26:00;Ammoniak+ammonium-N;7.8;Surface
2013-03-06 11:26:00;Klorofyl a;19.0;Bottom
2013-03-06 11:26:00;Klorofyl a;8.5;Surface
2013-03-06 11:26:00;Nitrit+nitrat-N;380.0;Bottom
2013-03-06 11:26:00;Nitrit+nitrat-N;660.0;Surface
2013-03-06 11:26:00;Nitrogen,total N;779.5883296;Bottom
2013-03-06 11:26:00;Nitrogen,total N;1026.842764;Surface
2013-03-06 11:26:00;Ortho-phosphat-P;2.4;Bottom
2013-03-06 11:26:00;Ortho-phosphat-P;2.0;Surface
2013-03-06 11:26:00;Oxygen indhold;11.4;Bottom
2013-03-06 11:26:00;Oxygen indhold;14.8;Surface
2013-03-06 11:26:00;Phosphor, total-P;17.0;Bottom
2013-03-06 11:26:00;Phosphor, total-P;14.0;Surface
2013-03-14 11:09:00;Ammoniak+ammonium-N;18.0;Bottom
2013-03-14 11:09:00;Ammoniak+ammonium-N;15.0;Surface
2013-03-14 11:09:00;Klorofyl a;6.5;Bottom
2013-03-14 11:09:00;Klorofyl a;5.7;Surface
2013-03-14 11:09:00;Nitrit+nitrat-N;410.0;Bottom
2013-03-14 11:09:00;Nitrit+nitrat-N;690.0;Surface
2013-03-14 11:09:00;Nitrogen,total N;693.9694702;Bottom
2013-03-14 11:09:00;Nitrogen,total N;1035.186025;Surface
2013-03-14 11:09:00;Ortho-phosphat-P;2.2;Bottom
2013-03-14 11:09:00;Ortho-phosphat-P;2.5;Surface
2013-03-14 11:09:00;Oxygen indhold;11.4;Bottom
2013-03-14 11:09:00;Oxygen indhold;12.7;Surface
2013-03-14 11:09:00;Phosphor, total-P;17.0;Bottom
2013-03-14 11:09:00;Phosphor, total-P;27.0;Surface
2013-03-21 11:43:00;Ammoniak+ammonium-N;9.8;Bottom
2013-03-21 11:43:00;Ammoniak+ammonium-N;9.8;Surface
2013-03-21 11:43:00;Klorofyl a;6.9;Bottom
2013-03-21 11:43:00;Klorofyl a;7.6;Surface
2013-03-21 11:43:00;Nitrit+nitrat-N;560.0;Bottom
2013-03-21 11:43:00;Nitrit+nitrat-N;580.0;Surface
2013-03-21 11:43:00;Nitrogen,total N;947.6009573;Bottom
2013-03-21 11:43:00;Nitrogen,total N;830.3789484;Surface
2013-03-21 11:43:00;Ortho-phosphat-P;2.5;Bottom
2013-03-21 11:43:00;Ortho-phosphat-P;2.3;Surface
2013-03-21 11:43:00;Oxygen indhold;12.4;Surface
2013-03-21 11:43:00;Phosphor, total-P;26.0;Bottom
2013-03-21 11:43:00;Phosphor, total-P;29.0;Surface
2013-04-11 09:28:00;Ammoniak+ammonium-N;28.0;Bottom
2013-04-11 09:28:00;Ammoniak+ammonium-N;44.0;Surface
2013-04-11 09:28:00;Klorofyl a;1.9;Bottom
2013-04-11 09:28:00;Klorofyl a;2.0;Surface
2013-04-11 09:28:00;Nitrit+nitrat-N;340.0;Bottom
2013-04-11 09:28:00;Nitrit+nitrat-N;700.0;Surface
2013-04-11 09:28:00;Nitrogen,total N;688.9269291;Bottom
2013-04-11 09:28:00;Nitrogen,total N;1181.240037;Surface
2013-04-11 09:28:00;Ortho-phosphat-P;2.8;Bottom
2013-04-11 09:28:00;Ortho-phosphat-P;2.0;Surface
2013-04-11 09:28:00;Oxygen indhold;12.4;Bottom
2013-04-11 09:28:00;Oxygen indhold;11.2;Surface
2013-04-11 09:28:00;Phosphor, total-P;13.0;Bottom
2013-04-11 09:28:00;Phosphor, total-P;16.0;Surface
2013-05-01 09:01:00;Ammoniak+ammonium-N;23.0;Bottom
2013-05-01 09:01:00;Ammoniak+ammonium-N;23.0;Surface
2013-05-01 09:01:00;Klorofyl a;3.3;Bottom
2013-05-01 09:01:00;Klorofyl a;3.3;Surface
2013-05-01 09:01:00;Nitrit+nitrat-N;230.0;Bottom
2013-05-01 09:01:00;Nitrit+nitrat-N;230.0;Surface
2013-05-01 09:01:00;Nitrogen,total N;774.1711162;Bottom
2013-05-01 09:01:00;Nitrogen,total N;682.2769647;Surface
2013-05-01 09:01:00;Ortho-phosphat-P;2.8;Bottom
2013-05-01 09:01:00;Ortho-phosphat-P;2.7;Surface
2013-05-01 09:01:00;Oxygen indhold;9.1;Surface
2013-05-01 09:01:00;Phosphor, total-P;15.0;Bottom
2013-05-01 09:01:00;Phosphor, total-P;17.0;Surface
2013-05-22 10:15:00;Ammoniak+ammonium-N;9.3;Bottom
2013-05-22 10:15:00;Ammoniak+ammonium-N;9.3;Surface
2013-05-22 10:15:00;Klorofyl a;8.0;Bottom
2013-05-22 10:15:00;Klorofyl a;7.2;Surface
2013-05-22 10:15:00;Nitrit+nitrat-N;150.0;Bottom
2013-05-22 10:15:00;Nitrit+nitrat-N;150.0;Surface
2013-05-22 10:15:00;Nitrogen,total N;641.5130119;Bottom
2013-05-22 10:15:00;Nitrogen,total N;611.5142435;Surface
2013-05-22 10:15:00;Ortho-phosphat-P;2.4;Bottom
2013-05-22 10:15:00;Ortho-phosphat-P;2.9;Surface
2013-05-22 10:15:00;Oxygen indhold;9.2;Bottom
2013-05-22 10:15:00;Oxygen indhold;9.2;Surface
2013-05-22 10:15:00;Phosphor, total-P;38.0;Bottom
2013-05-22 10:15:00;Phosphor, total-P;23.0;Surface
2013-05-27 10:01:00;Oxygen indhold;8.4;Surface
2013-06-03 09:55:00;Ammoniak+ammonium-N;18.0;Bottom
2013-06-03 09:55:00;Ammoniak+ammonium-N;9.8;Surface
2013-06-03 09:55:00;Klorofyl a;13.0;Bottom
2013-06-03 09:55:00;Klorofyl a;10.0;Surface
2013-06-03 09:55:00;Nitrit+nitrat-N;76.0;Bottom
2013-06-03 09:55:00;Nitrit+nitrat-N;80.0;Surface
2013-06-03 09:55:00;Nitrogen,total N;728.3247598;Bottom
2013-06-03 09:55:00;Nitrogen,total N;785.3162457;Surface
2013-06-03 09:55:00;Ortho-phosphat-P;2.2;Bottom
2013-06-03 09:55:00;Ortho-phosphat-P;2.8;Surface
2013-06-03 09:55:00;Oxygen indhold;8.1;Bottom
2013-06-03 09:55:00;Oxygen indhold;8.1;Surface
2013-06-03 09:55:00;Phosphor, total-P;38.0;Bottom
2013-06-03 09:55:00;Phosphor, total-P;39.0;Surface
2013-06-11 09:33:00;Oxygen indhold;6.2;Bottom
2013-06-11 09:33:00;Oxygen indhold;9.7;Surface
2013-06-18 09:41:00;Ammoniak+ammonium-N;120.0;Bottom
2013-06-18 09:41:00;Ammoniak+ammonium-N;28.0;Surface
2013-06-18 09:41:00;Klorofyl a;8.7;Bottom
2013-06-18 09:41:00;Klorofyl a;14.0;Surface
2013-06-18 09:41:00;Nitrit+nitrat-N;30.0;Bottom
2013-06-18 09:41:00;Nitrit+nitrat-N;73.0;Surface
2013-06-18 09:41:00;Nitrogen,total N;479.3922616;Bottom
2013-06-18 09:41:00;Nitrogen,total N;549.6461445;Surface
2013-06-18 09:41:00;Ortho-phosphat-P;6.8;Bottom
2013-06-18 09:41:00;Ortho-phosphat-P;2.6;Surface
2013-06-18 09:41:00;Oxygen indhold;9.9;Surface
2013-06-18 09:41:00;Phosphor, total-P;31.0;Bottom
2013-06-18 09:41:00;Phosphor, total-P;39.0;Surface
2013-06-24 11:06:00;Oxygen indhold;3.9;Bottom
2013-06-24 11:06:00;Oxygen indhold;9.4;Surface
2013-07-01 10:06:00;Ammoniak+ammonium-N;36.0;Bottom
2013-07-01 10:06:00;Ammoniak+ammonium-N;3.0;Surface
2013-07-01 10:06:00;Klorofyl a;9.5;Bottom
2013-07-01 10:06:00;Klorofyl a;7.8;Surface
2013-07-01 10:06:00;Nitrit+nitrat-N;4.6;Bottom
2013-07-01 10:06:00;Nitrit+nitrat-N;1.5;Surface
2013-07-01 10:06:00;Nitrogen,total N;515.7934165;Bottom
2013-07-01 10:06:00;Nitrogen,total N;483.271436;Surface
2013-07-01 10:06:00;Ortho-phosphat-P;11.0;Bottom
2013-07-01 10:06:00;Ortho-phosphat-P;5.0;Surface
2013-07-01 10:06:00;Oxygen indhold;5.0;Bottom
2013-07-01 10:06:00;Oxygen indhold;8.5;Surface
2013-07-01 10:06:00;Phosphor, total-P;52.0;Bottom
2013-07-01 10:06:00;Phosphor, total-P;44.0;Surface
2013-07-09 09:57:00;Oxygen indhold;1.5;Bottom
2013-07-09 09:57:00;Oxygen indhold;8.9;Surface
2013-07-16 09:49:00;Ammoniak+ammonium-N;7.6;Bottom
2013-07-16 09:49:00;Ammoniak+ammonium-N;8.1;Surface
2013-07-16 09:49:00;Klorofyl a;9.0;Bottom
2013-07-16 09:49:00;Klorofyl a;8.3;Surface
2013-07-16 09:49:00;Nitrit+nitrat-N;1.9;Bottom
2013-07-16 09:49:00;Nitrit+nitrat-N;3.0;Surface
2013-07-16 09:49:00;Nitrogen,total N;526.7717113;Bottom
2013-07-16 09:49:00;Nitrogen,total N;551.7663739;Surface
2013-07-16 09:49:00;Ortho-phosphat-P;53.0;Bottom
2013-07-16 09:49:00;Ortho-phosphat-P;53.0;Surface
2013-07-16 09:49:00;Oxygen indhold;7.9;Surface
2013-07-16 09:49:00;Phosphor, total-P;85.0;Bottom
2013-07-16 09:49:00;Phosphor, total-P;90.0;Surface
2013-07-23 10:19:00;Oxygen indhold;8.1;Surface
2013-07-29 10:02:00;Ammoniak+ammonium-N;180.0;Bottom
2013-07-29 10:02:00;Ammoniak+ammonium-N;5.5;Surface
2013-07-29 10:02:00;Klorofyl a;3.0;Bottom
2013-07-29 10:02:00;Klorofyl a;26.0;Surface
2013-07-29 10:02:00;Nitrit+nitrat-N;8.9;Bottom
2013-07-29 10:02:00;Nitrit+nitrat-N;1.5;Surface
2013-07-29 10:02:00;Nitrogen,total N;559.4424083;Bottom
2013-07-29 10:02:00;Nitrogen,total N;542.7144536;Surface
2013-07-29 10:02:00;Ortho-phosphat-P;98.0;Bottom
2013-07-29 10:02:00;Ortho-phosphat-P;28.0;Surface
2013-07-29 10:02:00;Oxygen indhold;2.9;Bottom
2013-07-29 10:02:00;Oxygen indhold;9.9;Surface
2013-07-29 10:02:00;Phosphor, total-P;120.0;Bottom
2013-07-29 10:02:00;Phosphor, total-P;100.0;Surface
2013-08-06 09:52:00;Ammoniak+ammonium-N;160.0;Bottom
2013-08-06 09:52:00;Ammoniak+ammonium-N;3.0;Surface
2013-08-06 09:52:00;Klorofyl a;7.3;Bottom
2013-08-06 09:52:00;Klorofyl a;21.0;Surface
2013-08-06 09:52:00;Nitrit+nitrat-N;3.6;Bottom
2013-08-06 09:52:00;Nitrit+nitrat-N;1.5;Surface
2013-08-06 09:52:00;Nitrogen,total N;583.1879106;Bottom
2013-08-06 09:52:00;Nitrogen,total N;516.7407876;Surface
2013-08-06 09:52:00;Ortho-phosphat-P;170.0;Bottom
2013-08-06 09:52:00;Ortho-phosphat-P;92.0;Surface
2013-08-06 09:52:00;Oxygen indhold;1.8;Bottom
2013-08-06 09:52:00;Oxygen indhold;11.2;Surface
2013-08-06 09:52:00;Phosphor, total-P;210.0;Bottom
2013-08-06 09:52:00;Phosphor, total-P;170.0;Surface
2013-08-12 10:05:00;Oxygen indhold;0.4;Bottom
2013-08-12 10:05:00;Oxygen indhold;7.7;Surface
2013-08-28 12:02:00;Ammoniak+ammonium-N;190.0;Bottom
2013-08-28 12:02:00;Ammoniak+ammonium-N;4.0;Surface
2013-08-28 12:02:00;Klorofyl a;2.2;Bottom
2013-08-28 12:02:00;Klorofyl a;6.1;Surface
2013-08-28 12:02:00;Nitrit+nitrat-N;1.5;Bottom
2013-08-28 12:02:00;Nitrit+nitrat-N;1.5;Surface
2013-08-28 12:02:00;Nitrogen,total N;538.3714948;Bottom
2013-08-28 12:02:00;Nitrogen,total N;550.042764;Surface
2013-08-28 12:02:00;Ortho-phosphat-P;180.0;Bottom
2013-08-28 12:02:00;Ortho-phosphat-P;140.0;Surface
2013-08-28 12:02:00;Oxygen indhold;0.7;Bottom
2013-08-28 12:02:00;Oxygen indhold;10.9;Surface
2013-08-28 12:02:00;Phosphor, total-P;220.0;Bottom
2013-08-28 12:02:00;Phosphor, total-P;190.0;Surface
2013-09-03 09:58:00;Ammoniak+ammonium-N;180.0;Bottom
2013-09-03 09:58:00;Ammoniak+ammonium-N;44.0;Surface
2013-09-03 09:58:00;Klorofyl a;1.4;Bottom
2013-09-03 09:58:00;Klorofyl a;12.0;Surface
2013-09-03 09:58:00;Nitrit+nitrat-N;4.5;Bottom
2013-09-03 09:58:00;Nitrit+nitrat-N;1.5;Surface
2013-09-03 09:58:00;Nitrogen,total N;456.4745271;Bottom
2013-09-03 09:58:00;Nitrogen,total N;426.0583898;Surface
2013-09-03 09:58:00;Ortho-phosphat-P;220.0;Bottom
2013-09-03 09:58:00;Ortho-phosphat-P;170.0;Surface
2013-09-03 09:58:00;Oxygen indhold;7.3;Surface
2013-09-03 09:58:00;Phosphor, total-P;240.0;Bottom
2013-09-03 09:58:00;Phosphor, total-P;200.0;Surface
2013-09-16 09:43:00;Ammoniak+ammonium-N;150.0;Bottom
2013-09-16 09:43:00;Ammoniak+ammonium-N;74.0;Surface
2013-09-16 09:43:00;Klorofyl a;1.2;Bottom
2013-09-16 09:43:00;Klorofyl a;2.6;Surface
2013-09-16 09:43:00;Nitrit+nitrat-N;9.9;Bottom
2013-09-16 09:43:00;Nitrit+nitrat-N;4.6;Surface
2013-09-16 09:43:00;Nitrogen,total N;526.6090904;Bottom
2013-09-16 09:43:00;Nitrogen,total N;521.636827;Surface
2013-09-16 09:43:00;Ortho-phosphat-P;110.0;Bottom
2013-09-16 09:43:00;Ortho-phosphat-P;140.0;Surface
2013-09-16 09:43:00;Oxygen indhold;6.7;Surface
2013-09-16 09:43:00;Phosphor, total-P;140.0;Bottom
2013-09-16 09:43:00;Phosphor, total-P;190.0;Surface
2013-09-30 10:01:00;Ammoniak+ammonium-N;19.0;Bottom
2013-09-30 10:01:00;Ammoniak+ammonium-N;8.0;Surface
2013-09-30 10:01:00;Klorofyl a;16.0;Bottom
2013-09-30 10:01:00;Klorofyl a;11.0;Surface
2013-09-30 10:01:00;Nitrit+nitrat-N;1.7;Bottom
2013-09-30 10:01:00;Nitrit+nitrat-N;1.5;Surface
2013-09-30 10:01:00;Nitrogen,total N;636.3315263;Bottom
2013-09-30 10:01:00;Nitrogen,total N;666.1824448;Surface
2013-09-30 10:01:00;Ortho-phosphat-P;96.0;Bottom
2013-09-30 10:01:00;Ortho-phosphat-P;85.0;Surface
2013-09-30 10:01:00;Oxygen indhold;9.0;Surface
2013-09-30 10:01:00;Phosphor, total-P;160.0;Bottom
2013-09-30 10:01:00;Phosphor, total-P;150.0;Surface
2013-10-17 09:35:00;Ammoniak+ammonium-N;92.0;Bottom
2013-10-17 09:35:00;Ammoniak+ammonium-N;52.0;Surface
2013-10-17 09:35:00;Klorofyl a;3.9;Bottom
2013-10-17 09:35:00;Klorofyl a;4.5;Surface
2013-10-17 09:35:00;Nitrit+nitrat-N;54.0;Bottom
2013-10-17 09:35:00;Nitrit+nitrat-N;140.0;Surface
2013-10-17 09:35:00;Nitrogen,total N;566.9525278;Bottom
2013-10-17 09:35:00;Nitrogen,total N;595.7979506;Surface
2013-10-17 09:35:00;Ortho-phosphat-P;66.0;Bottom
2013-10-17 09:35:00;Ortho-phosphat-P;60.0;Surface
2013-10-17 09:35:00;Oxygen indhold;8.1;Bottom
2013-10-17 09:35:00;Oxygen indhold;9.5;Surface
2013-10-17 09:35:00;Phosphor, total-P;100.0;Bottom
2013-10-17 09:35:00;Phosphor, total-P;93.0;Surface
2013-10-30 09:30:00;Ammoniak+ammonium-N;78.0;Bottom
2013-10-30 09:30:00;Ammoniak+ammonium-N;88.0;Surface
2013-10-30 09:30:00;Klorofyl a;6.5;Bottom
2013-10-30 09:30:00;Klorofyl a;4.5;Surface
2013-10-30 09:30:00;Nitrit+nitrat-N;68.0;Bottom
2013-10-30 09:30:00;Nitrit+nitrat-N;94.0;Surface
2013-10-30 09:30:00;Nitrogen,total N;552.4611042;Bottom
2013-10-30 09:30:00;Nitrogen,total N;598.4959994;Surface
2013-10-30 09:30:00;Ortho-phosphat-P;43.0;Bottom
2013-10-30 09:30:00;Ortho-phosphat-P;47.0;Surface
2013-10-30 09:30:00;Oxygen indhold;9.0;Surface
2013-10-30 09:30:00;Phosphor, total-P;66.0;Bottom
2013-10-30 09:30:00;Phosphor, total-P;73.0;Surface
2013-11-11 09:39:00;Ammoniak+ammonium-N;100.0;Bottom
2013-11-11 09:39:00;Ammoniak+ammonium-N;87.0;Surface
2013-11-11 09:39:00;Klorofyl a;1.6;Bottom
2013-11-11 09:39:00;Klorofyl a;3.0;Surface
2013-11-11 09:39:00;Nitrit+nitrat-N;110.0;Bottom
2013-11-11 09:39:00;Nitrit+nitrat-N;230.0;Surface
2013-11-11 09:39:00;Nitrogen,total N;545.8293516;Bottom
2013-11-11 09:39:00;Nitrogen,total N;719.3251583;Surface
2013-11-11 09:39:00;Ortho-phosphat-P;38.0;Bottom
2013-11-11 09:39:00;Ortho-phosphat-P;40.0;Surface
2013-11-11 09:39:00;Oxygen indhold;7.0;Bottom
2013-11-11 09:39:00;Oxygen indhold;9.2;Surface
2013-11-11 09:39:00;Phosphor, total-P;54.0;Bottom
2013-11-11 09:39:00;Phosphor, total-P;59.0;Surface
2013-11-25 09:38:00;Ammoniak+ammonium-N;120.0;Bottom
2013-11-25 09:38:00;Ammoniak+ammonium-N;110.0;Surface
2013-11-25 09:38:00;Klorofyl a;1.0;Bottom
2013-11-25 09:38:00;Klorofyl a;2.8;Surface
2013-11-25 09:38:00;Nitrit+nitrat-N;240.0;Bottom
2013-11-25 09:38:00;Nitrit+nitrat-N;280.0;Surface
2013-11-25 09:38:00;Nitrogen,total N;675.5387928;Bottom
2013-11-25 09:38:00;Nitrogen,total N;748.6111661;Surface
2013-11-25 09:38:00;Ortho-phosphat-P;39.0;Bottom
2013-11-25 09:38:00;Ortho-phosphat-P;33.0;Surface
2013-11-25 09:38:00;Oxygen indhold;10.2;Surface
2013-11-25 09:38:00;Phosphor, total-P;48.0;Bottom
2013-11-25 09:38:00;Phosphor, total-P;47.0;Surface
2013-12-16 09:59:00;Ammoniak+ammonium-N;100.0;Bottom
2013-12-16 09:59:00;Ammoniak+ammonium-N;100.0;Surface
2013-12-16 09:59:00;Klorofyl a;5.6;Bottom
2013-12-16 09:59:00;Klorofyl a;2.7;Surface
2013-12-16 09:59:00;Nitrit+nitrat-N;180.0;Bottom
2013-12-16 09:59:00;Nitrit+nitrat-N;210.0;Surface
2013-12-16 09:59:00;Nitrogen,total N;593.3559035;Bottom
2013-12-16 09:59:00;Nitrogen,total N;611.6254425;Surface
2013-12-16 09:59:00;Ortho-phosphat-P;17.0;Bottom
2013-12-16 09:59:00;Ortho-phosphat-P;18.0;Surface
2013-12-16 09:59:00;Oxygen indhold;10.0;Surface
2013-12-16 09:59:00;Phosphor, total-P;35.0;Bottom
2013-12-16 09:59:00;Phosphor, total-P;31.0;Surface
2014-01-06 09:16:00;Ammoniak+ammonium-N;130.0;Bottom
2014-01-06 09:16:00;Ammoniak+ammonium-N;150.0;Surface
2014-01-06 09:16:00;Klorofyl a;1.1;Bottom
2014-01-06 09:16:00;Klorofyl a;1.1;Surface
2014-01-06 09:16:00;Nitrit+nitrat-N;260.0;Bottom
2014-01-06 09:16:00;Nitrit+nitrat-N;430.0;Surface
2014-01-06 09:16:00;Nitrogen,total N;632.8908751;Bottom
2014-01-06 09:16:00;Nitrogen,total N;844.9718637;Surface
2014-01-06 09:16:00;Ortho-phosphat-P;16.0;Bottom
2014-01-06 09:16:00;Ortho-phosphat-P;17.0;Surface
2014-01-06 09:16:00;Oxygen indhold;10.47;Surface
2014-01-06 09:16:00;Phosphor, total-P;25.0;Bottom
2014-01-06 09:16:00;Phosphor, total-P;28.0;Surface
2014-02-05 09:41:00;Ammoniak+ammonium-N;130.0;Bottom
2014-02-05 09:41:00;Ammoniak+ammonium-N;160.0;Surface
2014-02-05 09:41:00;Klorofyl a;1.2;Bottom
2014-02-05 09:41:00;Klorofyl a;0.7;Surface
2014-02-05 09:41:00;Nitrit+nitrat-N;470.0;Bottom
2014-02-05 09:41:00;Nitrit+nitrat-N;940.0;Surface
2014-02-05 09:41:00;Nitrogen,total N;825.561369;Bottom
2014-02-05 09:41:00;Nitrogen,total N;1465.486146;Surface
2014-02-05 09:41:00;Ortho-phosphat-P;20.0;Bottom
2014-02-05 09:41:00;Ortho-phosphat-P;21.0;Surface
2014-02-05 09:41:00;Oxygen indhold;12.23;Surface
2014-02-05 09:41:00;Phosphor, total-P;27.0;Bottom
2014-02-05 09:41:00;Phosphor, total-P;31.0;Surface
